"id","name","short_name","code","status","created_at","updated_at","service_url","agent_app_url","dark_background_logo_url","light_background_logo_url","logomark_url","egate_reentry_window_minutes","reentry_window_minutes","reentry_window_type","reports_deduping_window_minutes","partner_company_group_id","place_policy"
1003,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-21 23:05:23.438","2025-11-21 23:06:03.191",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1004,"Empresa Test","TT","AR","DELETED","2025-11-21 23:14:07.427","2025-11-21 23:15:10.664",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1005,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-22 23:05:17.959","2025-11-22 23:05:57.081",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1006,"Empresa Test","TT","AR","DELETED","2025-11-22 23:13:53.93","2025-11-22 23:14:56.387",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1007,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-23 23:05:16.661","2025-11-23 23:05:54.762",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1008,"Empresa Test","TT","AR","DELETED","2025-11-23 23:13:51.091","2025-11-23 23:14:53.487",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1009,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-24 23:05:28.608","2025-11-24 23:06:08.806",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1010,"Empresa Test","TT","AR","DELETED","2025-11-24 23:14:19.218","2025-11-24 23:15:21.944",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1011,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-25 19:17:42.78","2025-11-25 19:18:22.4",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1012,"Empresa Test","TT","AR","DELETED","2025-11-25 19:26:20.663","2025-11-25 19:27:23.084",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1013,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-25 19:43:28.464","2025-11-25 19:44:04.405",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1014,"Empresa Test","TT","AR","DELETED","2025-11-25 19:51:56.275","2025-11-25 19:52:58.117",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1015,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-25 23:05:20.678","2025-11-25 23:05:58.461",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1016,"Empresa Test","TT","AR","DELETED","2025-11-25 23:13:54.265","2025-11-25 23:14:56.309",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1017,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-26 17:33:44.358","2025-11-26 17:34:23.855",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1018,"Empresa Test","TT","AR","DELETED","2025-11-26 17:42:33.595","2025-11-26 17:43:35.954",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1019,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-26 23:05:17.364","2025-11-26 23:05:56.903",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1020,"Empresa Test","TT","AR","DELETED","2025-11-26 23:14:14.987","2025-11-26 23:15:17.39",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1021,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-27 18:19:55.381","2025-11-27 18:20:35.077",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1022,"Empresa Test","TT","AR","DELETED","2025-11-27 18:28:50.73","2025-11-27 18:29:53.399",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1023,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-27 23:05:06.729","2025-11-27 23:05:46.98",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1024,"Empresa Test","TT","AR","DELETED","2025-11-27 23:13:59.555","2025-11-27 23:15:02.172",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1025,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-28 23:05:35.701","2025-11-28 23:06:14.957",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1026,"Empresa Test","TT","AR","DELETED","2025-11-28 23:14:14.746","2025-11-28 23:15:16.966",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1027,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-29 23:05:14.84","2025-11-29 23:05:53.087",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1028,"Empresa Test","TT","AR","DELETED","2025-11-29 23:14:02.984","2025-11-29 23:15:05.782",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1029,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-11-30 23:05:16.835","2025-11-30 23:05:55.084",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1030,"Empresa Test","TT","AR","DELETED","2025-11-30 23:13:43.422","2025-11-30 23:14:45.837",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1031,"Object Edge Airlines 2, Inc.","QAT","QA","DELETED","2025-12-01 23:05:24.878","2025-12-01 23:06:03.815",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1032,"Empresa Test","TT","AR","DELETED","2025-12-01 23:14:22.255","2025-12-01 23:15:25.101",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1033,"Testtest","Test1","AA","DELETED","2025-12-02 20:16:18.305","2025-12-02 20:31:07.446",NULL,NULL,"","","",30,30,"TIME_WINDOW",30,NULL,"TIER"
1034,"QATest","QAT","QA","ACTIVE","2025-12-02 23:05:35.462","2025-12-02 23:05:35.462",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1035,"Empresa Test","TT","AR","DELETED","2025-12-02 23:14:23.452","2025-12-02 23:15:25.261",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1036,"12321321321321313211232132132132132131231232131232132132132131232132113e21312321321321421312321312321312321321312312312321312321312321312321","2312321321321312","22","DELETED","2025-12-03 23:04:49.578","2026-01-26 20:05:32.974",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1037,"Empresa Test","TT","AR","DELETED","2025-12-03 23:13:46.062","2025-12-03 23:14:48.78",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1038,"QATest","QAT","QA","ACTIVE","2025-12-04 23:05:16.612","2025-12-04 23:05:16.612",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1039,"Empresa Test","TT","AR","DELETED","2025-12-04 23:14:10.153","2025-12-04 23:15:13.173",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1040,"QATest","QAT","QA","ACTIVE","2025-12-05 23:05:40.878","2025-12-05 23:05:40.878",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1041,"Empresa Test","TT","AR","DELETED","2025-12-05 23:14:19.167","2025-12-05 23:15:21.163",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1042,"Empresa Test","TT","AR","DELETED","2025-12-06 23:05:17.963","2025-12-06 23:15:23.038",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1043,"Empresa Test","TT","AR","DELETED","2025-12-06 23:14:19.636","2025-12-07 23:15:11.252",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1044,"Empresa Test","TT","AR","DELETED","2025-12-07 23:05:18.437","2025-12-08 19:20:57.136",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1045,"Empresa Test","TT","AR","DELETED","2025-12-07 23:14:08.912","2025-12-08 23:15:11.914",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1046,"Empresa Test","TT","AR","DELETED","2025-12-08 19:10:57.162","2025-12-09 23:15:33.317",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1047,"Empresa Test","TT","AR","DELETED","2025-12-08 19:19:54.181","2025-12-10 23:14:50.769",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1048,"Empresa Test","TT","AR","DELETED","2025-12-08 23:05:17.964","2025-12-11 23:15:26.286",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1049,"Empresa Test","TT","AR","DELETED","2025-12-08 23:14:06.103","2025-12-12 23:15:13.87",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1050,"Empresa Test","TT","AR","DELETED","2025-12-09 23:05:35.113","2025-12-13 23:15:06.706",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1051,"Empresa Test","TT","AR","DELETED","2025-12-09 23:14:31.027","2025-12-14 23:15:18.106",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1052,"Empresa Test","TT","AR","DELETED","2025-12-10 23:04:50.193","2025-12-15 23:15:39.37",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1053,"Empresa Test","TT","AR","DELETED","2025-12-10 23:13:48.247","2025-12-16 23:15:06.465",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1054,"QATest","QAT","QA","ACTIVE","2025-12-11 23:05:36.845","2025-12-11 23:05:36.845",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1055,"Empresa Test","TT","AR","DELETED","2025-12-11 23:14:24.13","2025-12-17 23:15:24.746",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1056,"Empresa Test","TT","AR","DELETED","2025-12-12 23:05:22.902","2025-12-24 19:29:57.637",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1057,"Empresa Test","TT","AR","DELETED","2025-12-12 23:14:11.851","2025-12-24 19:34:47.798",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1058,"Empresa Test","TT","AR","DELETED","2025-12-13 23:05:20.157","2025-12-24 20:03:48.962",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1059,"Empresa Test","TT","AR","DELETED","2025-12-13 23:14:04.618","2025-12-24 20:38:43.669",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1060,"Empresa Test","TT","AR","DELETED","2025-12-14 23:05:09.796","2025-12-24 20:55:41.866",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1061,"Empresa Test","TT","AR","DELETED","2025-12-14 23:14:15.307","2025-12-24 23:14:02.403",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1062,"Empresa Test","TT","AR","DELETED","2025-12-15 23:05:27.464","2025-12-25 23:14:03.304",NULL,NULL,"/assets/images/tap_dark_bg.png","/assets/images/tap_light_bg.png","/assets/images/tap_logomark.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1063,"Empresa Test","TT","AR","DELETED","2025-12-15 23:14:35.888","2025-12-26 23:14:58.324",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1766790865413.png","/assets/images/company/light-logo/empresa-teste-1766790865389.png","/assets/images/company/logomark/empresa-teste-1766790865446.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1064,"Empresa Test","TT","AR","DELETED","2025-12-16 23:05:16.862","2025-12-27 23:14:43.031",NULL,NULL,"/assets/images/company/dark-logo/qatest-1766877249785.png","/assets/images/company/light-logo/qatest-1766877249754.png","/assets/images/company/logomark/qatest-1766877249821.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1065,"Empresa Test","TT","AR","DELETED","2025-12-16 23:14:04.624","2025-12-28 23:14:36.024",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1766963643157.png","/assets/images/company/light-logo/empresa-teste-1766963643129.png","/assets/images/company/logomark/company-logomark-1766963643226.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1066,"Empresa Test","TT","AR","DELETED","2025-12-17 19:34:03.016","2025-12-29 23:14:29.493",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767050036127.png","/assets/images/company/light-logo/qatest-1767050036095.png","/assets/images/company/logomark/qatest-1767050036159.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1067,"Empresa Test","TT","AR","DELETED","2025-12-17 23:05:42.059","2025-12-30 23:14:03.9",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767136411240.png","/assets/images/company/light-logo/qatest-1767136411207.png","/assets/images/company/logomark/qatest-1767136411277.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1068,"Empresa Test","TT","AR","DELETED","2025-12-17 23:14:23.065","2025-12-31 23:14:37.072",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1767222844016.png","/assets/images/company/light-logo/empresa-teste-1767222843986.png","/assets/images/company/logomark/empresa-teste-1767222844051.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1069,"Empresa Test","TT","AR","DELETED","2025-12-24 19:21:00.958","2026-01-01 23:14:30.144",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767309237126.png","/assets/images/company/light-logo/qatest-1767309237098.png","/assets/images/company/logomark/qatest-1767309237161.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1070,"Empresa Test","TT","AR","DELETED","2025-12-24 19:25:56.072","2026-01-02 23:14:18.535",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767395625305.png","/assets/images/company/light-logo/qatest-1767395625220.png","/assets/images/company/logomark/qatest-1767395625350.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1071,"Empresa Test","TT","AR","DELETED","2025-12-24 19:28:56.516","2026-01-03 23:14:43.67",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1767482050349.png","/assets/images/company/light-logo/empresa-teste-1767482050318.png","/assets/images/company/logomark/empresa-teste-1767482050380.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1072,"Empresa Test","TT","AR","DELETED","2025-12-24 19:33:49.209","2026-01-04 23:14:32.036",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1767568438922.png","/assets/images/company/light-logo/empresa-teste-1767568438887.png","/assets/images/company/logomark/empresa-teste-1767568438965.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1073,"Empresa Test","TT","AR","DELETED","2025-12-24 19:54:56.666","2026-01-05 23:14:30.816",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767654837845.png","/assets/images/company/light-logo/qatest-1767654837808.png","/assets/images/company/logomark/qatest-1767654837883.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1074,"Empresa Test","TT","AR","DELETED","2025-12-24 20:02:50.907","2026-01-06 23:14:39.708",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1767741246549.png","/assets/images/company/light-logo/empresa-teste-1767741246500.png","/assets/images/company/logomark/empresa-teste-1767741246660.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1075,"Empresa Test","TT","AR","DELETED","2025-12-24 20:30:03.462","2026-01-07 23:14:14.229",NULL,NULL,"/assets/images/company/dark-logo/qatest-1767827621441.png","/assets/images/company/light-logo/qatest-1767827621409.png","/assets/images/company/logomark/qatest-1767827621474.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1076,"Empresa Test","TT","AR","DELETED","2025-12-24 20:37:45.461","2026-01-08 23:14:46.473",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1767914053655.png","/assets/images/company/light-logo/empresa-teste-1767914053588.png","/assets/images/company/logomark/empresa-teste-1767914053691.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1077,"Empresa Test","TT","AR","DELETED","2025-12-24 20:46:50.288","2026-01-09 23:14:31.318",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768000437840.png","/assets/images/company/light-logo/qatest-1768000437805.png","/assets/images/company/logomark/qatest-1768000437952.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1078,"Empresa Test","TT","AR","DELETED","2025-12-24 20:54:43.453","2026-01-10 23:14:34.999",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768086841761.png","/assets/images/company/light-logo/empresa-teste-1768086841724.png","/assets/images/company/logomark/empresa-teste-1768086841828.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1079,"Empresa Test","TT","AR","DELETED","2025-12-24 23:05:18.589","2026-01-11 23:14:03.671",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768173210271.png","/assets/images/company/light-logo/qatest-1768173210240.png","/assets/images/company/logomark/qatest-1768173210305.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1080,"Empresa Test","TT","AR","DELETED","2025-12-24 23:13:04.253","2026-01-12 23:14:23.417",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768259630560.png","/assets/images/company/light-logo/empresa-teste-1768259630534.png","/assets/images/company/logomark/empresa-teste-1768259630620.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1081,"Empresa Test","TT","AR","DELETED","2025-12-25 23:05:23.679","2026-01-13 23:14:40.785",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768346047759.png","/assets/images/company/light-logo/qatest-1768346047725.png","/assets/images/company/logomark/qatest-1768346047796.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1082,"Empresa Test","TT","AR","DELETED","2025-12-25 23:13:05.682","2026-01-14 23:14:13.576",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768432420588.png","/assets/images/company/light-logo/empresa-teste-1768432420556.png","/assets/images/company/logomark/empresa-teste-1768432420628.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1083,"Empresa Test","TT","AR","DELETED","2025-12-26 23:05:50.067","2026-01-15 23:14:51.363",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768518857915.png","/assets/images/company/light-logo/qatest-1768518857863.png","/assets/images/company/logomark/qatest-1768518858042.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1084,"Empresa Test","TT","AR","DELETED","2025-12-26 23:13:59.641","2026-01-16 23:14:53.484",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768605257917.png","/assets/images/company/light-logo/empresa-teste-1768605257854.png","/assets/images/company/logomark/empresa-teste-1768605257955.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1085,"Empresa Test","TT","AR","DELETED","2025-12-27 23:05:32.072","2026-01-17 23:14:07.269",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768691614393.png","/assets/images/company/light-logo/qatest-1768691614331.png","/assets/images/company/logomark/qatest-1768691614478.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1086,"Empresa Test","TT","AR","DELETED","2025-12-27 23:13:44.01","2026-01-18 23:14:39.376",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768778046086.png","/assets/images/company/light-logo/empresa-teste-1768778046053.png","/assets/images/company/logomark/empresa-teste-1768778046126.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1087,"Empresa Test","TT","AR","DELETED","2025-12-28 23:05:50.582","2026-01-19 23:14:12.278",NULL,NULL,"/assets/images/company/dark-logo/qatest-1768864419298.png","/assets/images/company/light-logo/qatest-1768864419273.png","/assets/images/company/logomark/qatest-1768864419335.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1088,"Empresa Test","TT","AR","DELETED","2025-12-28 23:13:37.962","2026-01-20 23:14:39.128",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1768950846003.png","/assets/images/company/light-logo/empresa-teste-1768950845966.png","/assets/images/company/logomark/empresa-teste-1768950846045.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1089,"Empresa Test","TT","AR","DELETED","2025-12-29 23:05:34.698","2026-01-21 23:16:10.53",NULL,NULL,"/assets/images/company/dark-logo/qatest-1769037337358.png","/assets/images/company/light-logo/qatest-1769037337323.png","/assets/images/company/logomark/qatest-1769037337398.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1090,"Empresa Test","TT","AR","DELETED","2025-12-29 23:13:30.602","2026-01-22 23:14:32.892",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1769123640013.png","/assets/images/company/light-logo/empresa-teste-1769123639983.png","/assets/images/company/logomark/empresa-teste-1769123640056.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1091,"Empresa Test","TT","AR","DELETED","2025-12-30 23:13:05.937","2026-01-23 23:14:34.095",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1769210040728.png","/assets/images/company/light-logo/empresa-teste-1769210040697.png","/assets/images/company/logomark/empresa-teste-1769210040763.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1092,"Empresa Test","TT","AR","DELETED","2025-12-31 23:05:38.865","2026-01-24 23:14:19.935",NULL,NULL,"/assets/images/company/dark-logo/qatest-1769296426681.png","/assets/images/company/light-logo/qatest-1769296426653.png","/assets/images/company/logomark/qatest-1769296426719.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1093,"Empresa Test","TT","AR","DELETED","2025-12-31 23:13:38.599","2026-01-25 23:14:51.067",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1769382857408.png","/assets/images/company/light-logo/empresa-teste-1769382857374.png","/assets/images/company/logomark/empresa-teste-1769382857442.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1094,"QATest","QAT","QA","ACTIVE","2026-01-01 23:05:33.92","2026-01-01 23:05:33.92",NULL,NULL,"","","",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1095,"Empresa Test","TT","AR","DELETED","2026-01-01 23:13:31.558","2026-01-26 23:14:43.017",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1769469249802.png","/assets/images/company/light-logo/empresa-teste-1769469249772.png","/assets/images/company/logomark/empresa-teste-1769469249895.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1096,"Empresa Test","TT","AR","DELETED","2026-01-02 23:05:26.666","2026-01-27 23:14:18.801",NULL,NULL,"/assets/images/company/dark-logo/qatest-1769555626212.png","/assets/images/company/light-logo/qatest-1769555626184.png","/assets/images/company/logomark/qatest-1769555626243.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1097,"Empresa Test","TT","AR","DELETED","2026-01-02 23:13:19.648","2026-01-28 23:16:43.379",NULL,NULL,"/assets/images/company/dark-logo/empresa-teste-1769642170185.png","/assets/images/company/light-logo/empresa-teste-1769642170153.png","/assets/images/company/logomark/empresa-teste-1769642170246.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
1098,"Empresa Test","TT","AR","DELETED","2026-01-03 23:05:48.912","2026-01-29 20:24:58.977",NULL,NULL,"/assets/images/company/dark-logo/qatest-1769718266122.png","/assets/images/company/light-logo/qatest-1769718266088.png","/assets/images/company/logomark/qatest-1769718266156.png",NULL,NULL,"SAME_DAY",NULL,NULL,"TIER"
